cell_id,model_key,model_served,prompt_id,lang,gen,fk_tier,stance,n_tokens,n_sentences,mattr,hapax_rate,mean_token_len,zipf_slope,sent_len_mean,sent_len_sd,burstiness,dep_depth,subord_rate,func_word_ratio,first_person_rate,para_count,para_len_mean,question_rate,connective_rate,comma_per_1k,colon_per_1k,dash_per_1k,semicolon_per_1k,bigram_entropy,digit_rate
gpt|P11|en|1,gpt,openai/gpt-5.5,P11,en,1,general,against,468,23,0.1811733229195141,-1.2088583189627982,2.938456239344804,-0.15723604300667632,-0.6777807675990308,2.1066826089864983,2.659263386549152,-0.9630552874008278,-4.530964643916863,-4.222819185863113,-1.5929515888536543,-0.7768440937868691,-8.24986160686804,-0.32470871198913476,-1.9568696911678973,-3.5272482268720973,-2.220672908369811,1.4027392197968291,1.520368389666684,1.5724027631251114,-1.9400296613500205
gpt|P12|en|0,gpt,openai/gpt-5.5,P12,en,0,expert,for,460,23,1.0731761160141242,-1.4162351612472162,2.278365995897601,-0.1449614113435395,-2.270694612319952,-1.2232836643531189,2.303174846226615,-0.8254325027526539,-2.9350665723180054,-1.408765171902704,-2.6684004317758783,-1.505270203394768,-8.203171586069097,1.387221528633737,-2.9515551768138537,-2.486775274839027,-1.4278600748799415,1.2834909468702929,1.5080889489394114,2.5082618571917132,-1.6640051457353255
gpt|P12|en|1,gpt,openai/gpt-5.5,P12,en,1,expert,for,469,23,0.6183323911102808,-1.5844315394498734,1.9458169249738664,0.5418368221100671,-2.015678326242526,-0.31133878516318203,0.019934090150381945,2.7401096589672687,-3.436031722505073,-1.7465637859389511,-3.716830051192784,0.8078039666474381,-7.100919144686419,0.9992349025455362,-2.1188211992052333,-4.593160533981328,-1.3287125338984196,3.630149499872127,0.8011852782319586,4.973439716760859,-2.8293081375333835
gpt|P01|es|0,gpt,openai/gpt-5.5,P01,es,0,general,for,410,20,1.0110341704190424,-1.8511301824499822,0.3615810876445691,1.062554145459166,-1.0503135985523775,-3.614623961414024,-2.2533000884273795,-0.5281942376706577,-1.5229789383657506,-3.244875792377143,0.05664113340837972,-3.305058571471636,-2.4485424390328228,1.355451844454967,-0.3060490244931125,-1.6081771504938709,-0.18720282282869877,2.185303316731083,2.2427641694734035,-1.6928062056006687,3.150155217068666
gpt|P01|es|1,gpt,openai/gpt-5.5,P01,es,1,general,for,522,26,0.807177382605915,-3.752827417396405,-0.5980576767465107,0.5455922079580517,-1.6740560203324357,-3.0113378998770477,-3.892408948802645,-0.07445590008593328,0.8176620280082837,-0.8039522604379836,-0.5033083362458927,-2.4968676392197136,-2.392157701555484,2.773228620118321,-0.9547072313785467,-2.457942669332189,1.2759731237619214,4.876330331926816,2.21927764835799,-3.130280846025418,-0.6710812170226292
gpt|P02|es|0,gpt,openai/gpt-5.5,P02,es,0,educated,for,360,18,2.2567978589661624,-4.348841062896371,2.630990174966982,2.1185129532829032,-0.32191190563948874,-3.6235943355554543,-1.7344481911402263,-0.8899425597288009,-0.16446003451964863,-0.3651602769995177,0.8012636477107498,-0.9582007911147498,-1.3342385677064748,-0.39174041437657425,-1.5465918109731769,-1.3889881033656883,0.6089082244103219,4.394951531802565,2.955045582682077,-2.839225266915088,2.880385728002245
gpt|P02|es|1,gpt,openai/gpt-5.5,P02,es,1,educated,for,344,17,2.010995821135991,-1.535574292466449,1.0827688136090003,3.4575396047401585,1.166567211405849,-1.693650812223093,-2.6757299172177533,-2.512837331034034,-1.3498835072823252,-1.0399880379643842,-0.6709293390816489,-0.997348728228554,-1.7690683544145065,0.29669055620146356,0.5030826451059229,-0.855766121431955,-0.7704437663740249,4.388677412888182,2.2712925720147754,-2.0043422605937984,2.2113548302163806
gpt|P03|es|0,gpt,openai/gpt-5.5,P03,es,0,general,against,298,14,2.8852344440454485,-3.305406091370939,0.7735141497701652,1.7382399703846403,0.30305148985034286,-3.2381430244719525,-3.051169375842205,-0.7604123387801747,-1.5364600320380357,-1.7531162417932116,-1.0729166707844553,-1.5004258406789315,-0.22923636126957403,0.5395148498603874,-0.39649888262790534,-3.011107527402828,-1.1566093019614985,2.9698241262831813,3.744773847584525,-3.1246943953886452,3.5550402734093174
gpt|P03|es|1,gpt,openai/gpt-5.5,P03,es,1,general,against,502,25,1.4347018132093552,-3.3447864288218083,2.464323726696381,0.3079357013839201,-1.0098911577993746,-2.7821309646768704,-2.8046307031252877,-2.5367449802285122,-0.6458617082940019,-4.792268057187747,1.2676397597092217,-2.193811394732707,-0.8067643998365821,-0.2624055278249011,-0.3013125412882899,-1.6363209041886482,-1.7844135356063782,2.046432132499042,2.423094699908814,-2.661380303644348,1.9031702332194513
gpt|P04|es|0,gpt,openai/gpt-5.5,P04,es,0,expert,for,418,20,3.278779366302638,-1.0037687098043861,1.5466271622428405,0.7301235849305288,-0.47308512751556686,-1.8166175791181127,-2.678017286363622,-1.6275414454799515,-0.6921265580368798,-5.395785340157888,0.7247368648762329,-1.3808219710051977,-3.0169410845852456,-0.0667269564205904,-0.05989741097685619,-3.284880441091803,-1.4372066723164405,3.975092242494376,0.6266195939459533,-2.776969797442901,0.047798390737427754
gpt|P04|es|1,gpt,openai/gpt-5.5,P04,es,1,expert,for,353,17,1.9984029727723027,-2.412340358511374,3.152080304918437,2.6103518986155176,-0.3997222343225322,-1.6497632698749456,-2.668938868954737,-1.0024015855849167,0.5699566664125352,-3.646049222472774,0.5604241685787668,-2.2991506669488584,-1.716731697626271,1.7075439698665398,1.3444049351846987,-4.777553734280341,-0.3172943739977624,1.601378177838164,0.8847501672241977,-3.365219257905726,2.022941735306956
gpt|P05|es|0,gpt,openai/gpt-5.5,P05,es,0,educated,against,367,18,0.8481035268804142,-2.865970428188603,2.24952713173534,-0.3630242642566459,-1.036042757940159,-5.614489876453968,-3.7970973617345978,0.743272656034911,-0.8277302653257805,-0.8989899083258456,-1.2469759717437365,-2.618579578954352,0.17972302462439904,-0.7613218081309406,0.6568171224267787,-3.720894679848133,0.9841071436620518,2.450447508307917,1.8734405557570368,-0.6046424917701042,1.4194500813463464
gpt|P05|es|1,gpt,openai/gpt-5.5,P05,es,1,educated,against,305,15,3.7861804572323514,-3.532233980377062,1.1889114567334262,-0.3499004742252765,1.055194579681697,-5.277708959760897,-1.7704991908251098,-0.3443896496512091,-2.146686841282575,-2.5854827767718453,-1.217136057197743,-1.277537440179891,-0.8751280344688344,-0.825184572801715,-0.054613616294447,-1.3155452172352686,0.38713455373337535,2.644179955506868,3.633644903925746,-1.0163897549263092,1.4529690187429307
gpt|P06|es|0,gpt,openai/gpt-5.5,P06,es,0,expert,against,372,18,3.014141427801671,-0.36084352435176004,2.4022756492174246,2.4978931258388366,1.020634018922482,-0.5381304298735561,-1.5713566144900437,0.49414926594765074,-0.3597727271039677,-2.0906590869793598,-2.2355363652535605,-3.208740485510608,-0.7906816165206745,1.7467930899441133,-0.23698002134955265,-2.625533240468621,-1.3856046671831284,2.2058946879518486,2.9971812086103387,-3.6239502403912294,1.8261456310603954
gpt|P06|es|1,gpt,openai/gpt-5.5,P06,es,1,expert,against,371,18,2.0874886818939538,-0.09291995164158529,3.2712695731137336,2.295351924686545,-0.5067831965292465,-3.7514216079688048,-0.2974432387657231,0.09224041110318582,-1.6424018295426088,-1.3055551876738392,-0.8883024731447768,-1.9030316943341705,-2.5028836663835983,1.595008958498548,1.7665343687513615,-1.3215520067700504,-0.37538881425120324,4.835998344765226,5.06984432503854,-1.3182822838169554,1.9384856336684066
gpt|P07|es|0,gpt,openai/gpt-5.5,P07,es,0,educated,against,365,18,2.0444519865103876,-0.3745726647325818,-0.7371854845601902,1.9880865647684427,0.5229076162601443,-1.2765008271508982,-1.8294023863056013,-3.2689137978065057,1.4049765476869687,-2.86623271699818,0.708780399352934,-2.199547893569426,-1.2867695815199849,0.5298282497410555,-0.4237078704188187,-1.4397554221233488,0.376089411414574,3.2734053927730384,3.143643400659381,-2.0260856056804744,3.4731602757487714
gpt|P07|es|1,gpt,openai/gpt-5.5,P07,es,1,educated,against,368,18,1.6789568541524398,-1.818526895353262,2.3151310855926504,0.94721500001336,0.47446462839562603,-3.1348044373675115,-0.46121134264435804,-1.4263633481556866,0.09883175670920319,-1.8087249219458332,-0.06069510873417317,-3.295035825077612,-1.1904712070393113,0.36255830835985975,-1.3614422877747345,-2.36677967429664,-0.385437894233338,0.9431002425122827,1.801458122592913,-0.8752144585966062,1.1149933305514719
gpt|P08|es|0,gpt,openai/gpt-5.5,P08,es,0,general,for,483,24,0.4761095041763761,-0.896561119670005,2.318191785203858,1.9057118978574743,-0.01491292159605194,-3.3742289464246276,-2.505274900629111,-1.5426540271707667,-1.3991127698697015,-0.6482416906465649,0.7080677310700361,-0.5811897570209417,-1.3125164857246379,0.9426418825795042,1.5839095505629976,-3.2695939930916125,-0.42585879147478106,2.0057316494992103,3.5622926484474364,-3.0371515757821848,3.747768286820489
gpt|P08|es|1,gpt,openai/gpt-5.5,P08,es,1,general,for,346,17,1.319634409735329,-3.783709531375214,0.27596628795889644,2.6262164827816443,-0.42045622961709384,-4.363640292967636,-2.4455774506526162,0.8242067115902691,-0.44814332854917804,-1.8135222184278241,0.10355450790135862,-2.017339051132272,-3.498850271634094,-0.22480902161056576,0.17479819499285637,-1.3235319485608428,-0.9408925795500642,2.1208475508479414,2.3092472990630535,-3.1861493179516565,0.7467513270182999
gpt|P09|es|0,gpt,openai/gpt-5.5,P09,es,0,general,for,361,18,1.9496797533927506,-1.2864265071686107,0.3676697186129245,2.931550115057129,-2.034409368785393,-4.4496911365055025,-2.8953991124261886,-1.0734468045455245,-0.2774506497049004,-1.852606126917319,-2.299839062491823,-1.1041763308829715,-1.7500132365413108,1.284784074468046,0.2593850331153622,-1.193850578654936,-0.9447404846260997,4.763947191188404,2.5731290122316053,-0.2479161387458948,1.1749346401675678
gpt|P09|es|1,gpt,openai/gpt-5.5,P09,es,1,general,for,360,18,1.0115408239839099,-3.3348006129776833,0.9175300076651552,1.1446000157048957,1.7306897238824492,-3.4107119121729075,-2.6144282302861535,-1.26184486838517,-1.6860259098330022,-1.1278720519334033,-2.0807210060220394,-0.769951434838299,-1.3441900776487943,0.7749462866162478,1.8475322516521477,-2.4594490822605586,-0.5625645281024212,5.761003164720432,2.363267803907213,-2.1753626474134156,0.7787136864769093
gpt|P10|es|0,gpt,openai/gpt-5.5,P10,es,0,educated,against,348,17,3.918043391375714,-2.061868978800021,4.3451638947358,1.0706808220939639,1.0001185304395988,-3.2216959806866354,-1.8223884187095847,0.9014192441060475,-1.1987978988046997,-0.5438957566526648,-2.2646306560062683,-2.783373846311649,1.4707403015763154,0.16466467812595378,1.2558983370659926,-2.9081606178498904,-1.3143743451835441,0.7863425912551756,0.9906481691838525,-0.2638124680276661,2.027147789404588
gpt|P10|es|1,gpt,openai/gpt-5.5,P10,es,1,educated,against,440,22,1.2651689422360537,-1.0283324203946038,1.5000226065035067,1.129223740848516,-1.3714678535057976,-4.275509433501804,-0.5901089468691456,-0.4561789565513954,-1.9618394278671554,-1.9479224020350125,0.010751863319789057,-2.261200991844033,-0.281607055708414,0.5306669423506842,0.5799470278747906,-3.2259593228619137,-2.4276984442140277,1.7886232288185524,4.295947834118181,-3.1858193646609525,2.1105802731279053
gpt|P11|es|0,gpt,openai/gpt-5.5,P11,es,0,general,against,368,18,3.5680275133538153,0.3489518983031785,0.8148201426305881,-0.017702340462869115,1.2619784828241478,-1.8526565247542588,-0.11326150500491039,-0.7006524842733445,-2.622500211382504,-2.315696886518087,0.527406781078731,-2.011878764249915,-2.9828948070739267,-1.5974739002129117,-1.7391448540863508,-1.2903777033056023,-0.7636609627827426,0.7897858816491452,1.8609321236634158,-3.9405038995062966,1.8326872368434362
gpt|P11|es|1,gpt,openai/gpt-5.5,P11,es,1,general,against,531,26,1.816036598101296,-2.3936795781709383,1.3942460418608082,0.9189563170409702,1.4934839503242952,0.33536294641589715,-1.2676751176422738,-1.615621929544796,-1.2017352976342879,-2.8463282638282403,-0.721469263793824,-3.3838122196897706,-1.5564200372848775,1.565238457820825,2.0887676808782123,-0.5832662804249173,0.08726466440757163,1.9363006740365383,2.4884205811306344,-1.4600293457860989,1.973612695806839
gpt|P12|es|0,gpt,openai/gpt-5.5,P12,es,0,expert,for,364,18,1.6759300107467876,-3.3857569556358387,1.3307860441179646,3.130359238397074,-1.6208404206325144,-4.252426766365213,-0.5233594946812496,-1.7656487201635398,0.5809499638861353,-2.0405020741669144,0.4962883322246011,-1.8117472455531602,-1.3398753581037663,0.16095359665867193,-1.0452628908235846,-2.7622963446122872,-0.8538574249586732,2.922016310625773,1.7895167061844293,-3.5035201329706,2.9741753585136124
gpt|P12|es|1,gpt,openai/gpt-5.5,P12,es,1,expert,for,407,20,1.9534079092773795,-0.7049347403892345,0.5184251577743855,1.1179024218577887,0.559552877088793,-3.702385645940704,-2.4993891439167544,0.1921871126459762,-1.1583141217739323,-1.8484760134965157,-1.961335770012914,-2.8812418319473165,-2.8239796971074034,-0.959145303580387,1.7348830243406341,-3.4357452186313036,0.21210403300627395,2.4218350489079254,2.40970185679396,-2.698583890061377,1.6965384787023412
gpt|P01|zh|0,gpt,openai/gpt-5.5,P01,zh,0,general,for,402,20,0.6841882087149203,2.349391444305427,1.8962837337454483,-0.5064305229870488,2.7685087859115063,4.44558595905335,4.854932948224505,2.2622297603779162,0.26092174673654117,-4.045942954910906,1.5663988135383837,-0.7243243030332446,-5.663863887640612,2.1783823833620173,1.3012838863218996,1.8030904133000245,-3.361988587837616,-0.31890433075897645,0.17474330168057584,-3.556508060272892,2.3692095785803358
gpt|P01|zh|1,gpt,openai/gpt-5.5,P01,zh,1,general,for,356,17,3.448330950436036,2.158350833129026,-0.15457015590403156,-2.102042060393846,2.3863856946439412,3.024379434557121,3.993599025310199,2.3648997972708736,1.5853176599801946,-5.191846044345272,0.12730282419949468,0.22813466467729748,-4.515868231702333,0.6758461143943512,0.25112077179326175,0.5806979605245618,-2.4680913797962183,0.08092271696859743,-1.0160223978873177,-3.2297306481227865,0.5431704245877196
gpt|P02|zh|0,gpt,openai/gpt-5.5,P02,zh,0,educated,for,516,25,3.8935633538025245,-0.6805298359354495,2.674504357686429,-1.0960988244396916,0.6272972727308774,4.588211494620314,4.292392047878943,1.976215351334814,1.0375938159340046,-3.464557948245174,0.32458391983336565,1.165565096907827,-5.456078206321231,1.8113833483668227,0.47457824230101636,0.38046241438666906,-2.107629188877142,0.35002250952340974,-0.8030409799290554,-3.142721492835689,3.2140501791235367
gpt|P02|zh|1,gpt,openai/gpt-5.5,P02,zh,1,educated,for,426,21,1.3866918755455375,-0.4289492575021867,2.9042579798552897,-0.5057626285220221,1.939884836686876,2.8808769795442846,2.094572093681107,3.4173074176871676,0.8836558336259791,-2.4800910546569925,0.49386107359953013,-1.0507460471408525,-6.412046048351037,1.5714110337395497,-2.5661196774004846,0.8240916882500963,-3.42893471681953,1.5039037383486304,-1.1334610166902763,-1.5869337792939278,3.4544141744833916
gpt|P03|zh|0,gpt,openai/gpt-5.5,P03,zh,0,general,against,335,16,0.5943387721011334,1.8649724307205788,3.5739023314611478,-2.9313137723535823,1.6574536013127634,5.4182715791312095,3.591065903467115,2.705706999840733,0.5032110778790754,-3.5841588655449255,0.1042644558315724,0.1859720620823092,-4.210040291050318,1.0820237933677805,2.0894388873745715,1.476569826193439,-4.179596885760516,2.11199462268459,-1.46454936699251,-2.098235747774228,1.9345925038655336
gpt|P03|zh|1,gpt,openai/gpt-5.5,P03,zh,1,general,against,418,20,2.190271967707391,0.18441058223062856,0.5103948803297959,-0.27809640318323325,3.546401143528099,3.1327546822423873,1.7712352356827472,2.8973829690664212,-1.8766332377454877,-4.927075176880548,0.3691101007229528,0.6961327502997892,-5.620545772103302,0.5933741730258064,2.3937967268747076,1.4499152405279578,-2.1863753160100003,1.4839078592007506,-0.3094047846124576,-2.858780945737028,1.3812875828309894
gpt|P04|zh|0,gpt,openai/gpt-5.5,P04,zh,0,expert,for,432,21,1.9994709939628637,1.5589144951355838,1.6725297380402253,-0.03185054531596743,2.6543840870410804,4.1104289757472285,2.40579961282336,1.6695682660904312,1.8330892410799795,-6.150828029863003,-0.727384028702889,0.2599135322151501,-5.038613778917943,1.2651263144684584,2.5829122528021773,0.22513402616769315,-1.7839293395119553,-0.889475517596976,-0.14852785582173456,-1.0036943421300915,1.920570624488323
gpt|P04|zh|1,gpt,openai/gpt-5.5,P04,zh,1,expert,for,396,19,3.9066585434861003,1.65098003944198,1.3271502706302487,-1.5707300969253284,1.6055284761609305,4.4288545262913335,2.108635421758085,4.0132636239249875,-0.11990260408428588,-5.10456655578897,-0.5252875657207515,0.8098410616710836,-5.127946369559288,0.2760214688616783,1.0143380592531854,-0.1341934770888923,-2.3803815350976123,-2.259278662368036,-1.303688166737846,-2.774651163156868,2.8405390189801185
gpt|P05|zh|0,gpt,openai/gpt-5.5,P05,zh,0,educated,against,427,21,2.4775536968335032,0.6634044379417554,-0.4653178475975239,-1.0290138371888498,3.0964009269731374,1.7971305938865414,3.9269767509538323,4.179810174154865,-1.6337144473417626,-2.0992430319056536,0.13292705206885247,0.7989533034031517,-4.995318555292063,-0.04871145080991757,-0.00976072363268976,0.7198013654456411,-4.376606674708611,0.9790968663259506,-1.2029342295538261,-1.1683940191545057,2.033762938910649
